,customer_id,rcpt_domain_legacy_isp,rcpt_domain_other,total_injection_count,total_injection_count_tracked,complaint_count,trap_count,open_count,admin_csl_bounce,admin_gsl_bounce,admin_other_bounce,block_bounce,dns_failure_bounce,generic_bounce,hard_bounce,mailbox_full_bounce,other_bounce,smart_send_suppression_bounce,soft_bounce,timeout_bounce,too_large_bounce,transient_failure_bounce,undetermined_bounce,rcpt_domain_legacy_isp_percent,rcpt_domain_other_percent,total_injection_count_tracked_percent,complaint_count_percent,trap_count_percent,open_count_percent,admin_csl_bounce_percent,admin_gsl_bounce_percent,admin_other_bounce_percent,block_bounce_percent,dns_failure_bounce_percent,generic_bounce_percent,hard_bounce_percent,mailbox_full_bounce_percent,other_bounce_percent,smart_send_suppression_bounce_percent,soft_bounce_percent,timeout_bounce_percent,too_large_bounce_percent,transient_failure_bounce_percent,undetermined_bounce_percent,terminated
3739,3739,6,71045,71051,71042,5,75,6104,10505,447,,327,6,18,131,67,,,,,1,2,100,8.44E-05,0.999915554,0.99987333,7.04E-05,0.00105558,0.085910121,0.147851543,0.006291256,0,0.004602328,8.44E-05,0.000253339,0.001843746,0.000942985,0,0,0,0,1.41E-05,2.81E-05,0.00140744,FALSE
3740,3740,1,37506,37507,0,5,14,,,,,56,8,17,890,54,,,,37,,2,23,2.67E-05,0.999973338,0,0.000133308,0.000373264,0,0,0,0,0.001493055,0.000213294,0.000453249,0.023728904,0.001439731,0,0,0,0.000986483,0,5.33E-05,0.000613219,FALSE
3741,3741,9,33233,33242,0,19,,,35,29,,5,1,2,191,3,,,,7,,5,17,0.000270742,0.999729258,0,0.000571566,0,0,0.001052885,0.00087239,0,0.000150412,3.01E-05,6.02E-05,0.005745743,9.02E-05,0,0,0,0.000210577,0,0.000150412,0.000511401,FALSE
3742,3742,2,4007,4009,640,,,1001,53,50,,2,,,7,,,,,55,,,2,0.000498878,0.999501122,0.159640808,0,0,0.249688202,0.013220254,0.012471938,0,0.000498878,0,0,0.001746071,0,0,0,0,0.013719132,0,0,0.000498878,FALSE
3743,3743,9,49201,49210,0,3,17,,,,2,181,7,17,95,39,,,2,1,,5,272,0.00018289,0.99981711,0,6.10E-05,0.000345458,0,0,0,4.06E-05,0.003678114,0.000142248,0.000345458,0.001930502,0.000792522,0,0,4.06E-05,2.03E-05,0,0.000101605,0.005527332,TRUE
3744,3744,18,26568,26586,0,2,17,,57,42,,298,25,1,174,8,,,,,,3,1,0.000677048,0.999322952,0,7.52E-05,0.000639434,0,0.002143986,0.001579779,0,0.011208907,0.000940345,3.76E-05,0.006544798,0.00030091,0,0,0,0,0,0.000112841,3.76E-05,FALSE
3745,3745,72,252494,252566,0,10,45,,4524,506,,64,72,4,432,30,,,,2516,,122,22,0.000285074,0.999714926,0,3.96E-05,0.000178171,0,0.01791215,0.002003437,0,0.000253399,0.000285074,1.58E-05,0.001710444,0.000118781,0,0,0,0.009961753,0,0.000483042,8.71E-05,FALSE
3746,3746,14,2493,2507,0,1,,,3,,,,1,,8,,,,,24,,,69,0.005584364,0.994415636,0,0.000398883,0,0,0.001196649,0,0,0,0.000398883,0,0.003191065,0,0,0,0,0.009573195,0,0,0.027522936,FALSE
3747,3747,2484,234556,237040,0,22,791,,12795,,35,8679,407,11,362,361,32,,,4625,,1,423,0.010479244,0.989520756,0,9.28E-05,0.00333699,0,0.053978232,0,0.000147654,0.036614074,0.00171701,4.64E-05,0.001527168,0.00152295,0.000134998,0,0,0.019511475,0,4.22E-06,0.001784509,FALSE
3748,3748,3,31860,31863,0,3,36,,,,,969,86,26,2197,199,,,,40,,,300,9.42E-05,0.999905847,0,9.42E-05,0.001129837,0,0,0,0,0.030411449,0.002699055,0.000815993,0.068951448,0.006245488,0,0,0,0.001255375,0,0,0.009415309,FALSE
3749,3749,,18873,18873,0,,,,,,,332,96,9,3,116,,,,1062,22,,841,0,1,0,0,0,0,0,0,0,0.017591268,0.005086632,0.000476872,0.000158957,0.006146347,0,0,0,0.056270863,0.001165686,0,0.044561013,FALSE
3750,3750,,49559,49559,0,,,1,,,,,,,25,,,,,,,,,0,1,0,0,0,2.02E-05,0,0,0,0,0,0,0.000504449,0,0,0,0,0,0,0,0,TRUE
3751,3751,,38739,38739,38739,11,2,13789,3909,,,44,,1,3,,,,,1,,,,0,1,1,0.000283952,5.16E-05,0.355946204,0.100906064,0,0,0.001135806,0,2.58E-05,7.74E-05,0,0,0,0,2.58E-05,0,0,0,FALSE
3752,3752,2,3160,3162,0,1,47,,,,,181,4,,28,,,,2,,,1,12,0.000632511,0.999367489,0,0.000316256,0.01486401,0,0,0,0,0.057242252,0.001265022,0,0.008855155,0,0,0,0.000632511,0,0,0.000316256,0.003795066,FALSE
3753,3753,,18590,18590,0,,3,,,,,1,24,,9,,,,,,,,2,0,1,0,0,0.000161377,0,0,0,0,5.38E-05,0.001291017,0,0.000484131,0,0,0,0,0,0,0,0.000107585,TRUE
3754,3754,17,26306,26323,0,2,5,,257,49,,18,13,13,173,12,,,,108,,,107,0.000645823,0.999354177,0,7.60E-05,0.000189948,0,0.009763325,0.00186149,0,0.000683813,0.000493865,0.000493865,0.006572199,0.000455875,0,0,0,0.004102876,0,0,0.004064886,FALSE
3755,3755,,24980,24980,0,23,,,,,,17,,,305,,,,,,,,,0,1,0,0.000920737,0,0,0,0,0,0.000680544,0,0,0.012209768,0,0,0,0,0,0,0,0,FALSE
3756,3756,17,61478,61495,0,,58,,4197,745,4,591,56,30,11638,38,,,,395,1,1,42,0.000276445,0.999723555,0,0,0.000943166,0,0.068249451,0.012114806,6.50E-05,0.009610537,0.000910643,0.000487845,0.189251159,0.000617936,0,0,0,0.006423286,1.63E-05,1.63E-05,0.000682982,FALSE
3757,3757,,24263,24263,0,18,,,,,,,1,,2751,,,,,,,,1,0,1,0,0.00074187,0,0,0,0,0,0,4.12E-05,0,0.113382517,0,0,0,0,0,0,0,4.12E-05,TRUE
3758,3758,364417,9285,373702,0,1391,2,57811,,,,26,,1,12293,,,,,177322,,,,0.975154,0.024846,0,0.003722217,5.35E-06,0.154698128,0,0,0,6.96E-05,0,2.68E-06,0.032895195,0,0,0,0,0.474501073,0,0,0,TRUE
3759,3759,5,5507,5512,0,,5,,,,,1,,,3,1,,,,,,,5,0.000907112,0.999092888,0,0,0.000907112,0,0,0,0,0.000181422,0,0,0.000544267,0.000181422,0,0,0,0,0,0,0.000907112,FALSE
3760,3760,2,9166,9168,0,3,,,28,22,,17,2,1,23,,,,,10,,,239,0.00021815,0.99978185,0,0.000327225,0,0,0.003054101,0.002399651,0,0.001854276,0.00021815,0.000109075,0.002508726,0,0,0,0,0.00109075,0,0,0.026068935,FALSE
3761,3761,4,1018,1022,0,,,,,,,69,,,12,1,,,,138,,,109,0.003913894,0.996086106,0,0,0,0,0,0,0,0.067514677,0,0,0.011741683,0.000978474,0,0,0,0.135029354,0,0,0.10665362,TRUE
3762,3762,9242,265,9507,0,272,,,,,,,,,21,,,,,,,,6,0.972125802,0.027874198,0,0.028610498,0,0,0,0,0,0,0,0,0.002208899,0,0,0,0,0,0,0,0.000631114,TRUE
3763,3763,,50371,50371,0,,,,,,,6,2,3,10,,,,,32640,,1,1,0,1,0,0,0,0,0,0,0,0.000119116,3.97E-05,5.96E-05,0.000198527,0,0,0,0,0.6479919,0,1.99E-05,1.99E-05,TRUE
3764,3764,855,93486,94341,0,109,61,,,,5,1001,8,8,466,154,1,,,1,,6,128,0.009062868,0.990937132,0,0.001155383,0.000646591,0,0,0,5.30E-05,0.010610445,8.48E-05,8.48E-05,0.004939528,0.001632376,1.06E-05,0,0,1.06E-05,0,6.36E-05,0.00135678,TRUE
3765,3765,2,3689,3691,0,,6,,164,77,,69,1,1,85,2,,,,26,,,12,0.000541859,0.999458141,0,0,0.001625576,0,0.044432403,0.020861555,0,0.018694121,0.000270929,0.000270929,0.023028989,0.000541859,0,0,0,0.007044161,0,0,0.003251151,FALSE
3766,3766,92,2224,2316,0,,,,,,,162,4,,278,,,,,,,9,,0.039723661,0.960276339,0,0,0,0,0,0,0,0.069948187,0.001727116,0,0.120034542,0,0,0,0,0,0,0.00388601,0,FALSE
3767,3767,859,9504,10363,0,115,,,,,,1,,,282,,,,,1,,,,0.082891055,0.917108945,0,0.011097173,0,0,0,0,0,9.65E-05,0,0,0.027212197,0,0,0,0,9.65E-05,0,0,0,TRUE
3768,3768,29,15690,15719,0,,16,,,,,,20,2,856,,,,,,,,,0.001844901,0.998155099,0,0,0.001017876,0,0,0,0,0,0.001272346,0.000127235,0.05445639,0,0,0,0,0,0,0,0,TRUE
3769,3769,21,74242,74263,0,6,44,,,,,314,,2,125,70,,,,,,3,159,0.000282779,0.999717221,0,8.08E-05,0.000592489,0,0,0,0,0.004228216,0,2.69E-05,0.001683207,0.000942596,0,0,0,0,0,4.04E-05,0.002141039,TRUE
3770,3770,19094,490,19584,0,419,,,,,,,,,12,,,,,,,,,0.974979575,0.025020425,0,0.021395016,0,0,0,0,0,0,0,0,0.000612745,0,0,0,0,0,0,0,0,TRUE
3771,3771,8,3792,3800,0,,3,,,,,18,2,,12,7,,,,,,,30,0.002105263,0.997894737,0,0,0.000789474,0,0,0,0,0.004736842,0.000526316,0,0.003157895,0.001842105,0,0,0,0,0,0,0.007894737,TRUE
3772,3772,,4505,4505,0,,,,,,,1,,,13,,,,,,,,,0,1,0,0,0,0,0,0,0,0.000221976,0,0,0.002885683,0,0,0,0,0,0,0,0,TRUE
3773,3773,36,12021,12057,0,,108,755,,,,1228,291,16,1877,2,2,,,12,,20,198,0.002985817,0.997014183,0,0,0.008957452,0.062619225,0,0,0,0.101849548,0.024135357,0.00132703,0.1556772,0.000165879,0.000165879,0,0,0.000995272,0,0.001658787,0.016421996,TRUE
3774,3774,,14669,14669,0,5,4,4211,4,134,,3,,,36,7,,,,1046,,,1,0,1,0,0.000340855,0.000272684,0.287067966,0.000272684,0.00913491,0,0.000204513,0,0,0.002454155,0.000477197,0,0,0,0.071306838,0,0,6.82E-05,TRUE
3775,3775,,7069,7069,7067,2,,3997,38,15,9,,,,20,,,,,23,,,,0,1,0.999717075,0.000282925,0,0.56542651,0.005375584,0.002121941,0.001273165,0,0,0,0.002829254,0,0,0,0,0.003253643,0,0,0,FALSE
3776,3776,103,100134,100237,0,,,556,,,,195,,,210,,,,,,,,,0.001027565,0.998972435,0,0,0,0.005546854,0,0,0,0.001945389,0,0,0.002095035,0,0,0,0,0,0,0,0,TRUE
3777,3777,,2797,2797,0,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
3778,3778,,4907,4907,0,,,,,,,,,,1,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0.000203791,0,0,0,0,0,0,0,0,TRUE
3779,3779,75,11528,11603,0,,5,,,,,193,,,1179,12,,,,60,,,100,0.006463846,0.993536154,0,0,0.000430923,0,0,0,0,0.016633629,0,0,0.101611652,0.001034215,0,0,0,0.005171076,0,0,0.008618461,TRUE
3780,3780,31,4955,4986,0,,3,,,,,118,,,685,7,,,,,,,34,0.006217409,0.993782591,0,0,0.000601685,0,0,0,0,0.023666266,0,0,0.137384677,0.001403931,0,0,0,0,0,0,0.006819093,TRUE
3781,3781,,10004,10004,0,17,,,,,,,,,32,,,,,,,,762,0,1,0,0.00169932,0,0,0,0,0,0,0,0,0.003198721,0,0,0,0,0,0,0,0.076169532,FALSE
3782,3782,,5000,5000,0,,,215,,,,,,,32,,,,,,,,,0,1,0,0,0,0.043,0,0,0,0,0,0,0.0064,0,0,0,0,0,0,0,0,FALSE
3783,3783,,1558,1558,1558,,,795,,8,,3,,,18,,,,,,,,,0,1,1,0,0,0.510269576,0,0.005134788,0,0.001925546,0,0,0.011553273,0,0,0,0,0,0,0,0,FALSE
3784,3784,,238166,238166,0,,,19734,51,,,,,,929,135,,,,,,2,,0,1,0,0,0,0.082858175,0.000214136,0,0,0,0,0,0.003900641,0.000566832,0,0,0,0,0,8.40E-06,0,TRUE
3785,3785,,24967,24967,0,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
3786,3786,666,7539,8205,0,24,21,,,,,42,2,1,71,3,,,,7,,,1456,0.081170018,0.918829982,0,0.002925046,0.002559415,0,0,0,0,0.00511883,0.000243754,0.000121877,0.00865326,0.000365631,0,0,0,0.000853138,0,0,0.177452773,TRUE
3787,3787,,1366,1366,0,2,,2,,,,61,57,,23,66,,,,,,,42,0,1,0,0.001464129,0,0.001464129,0,0,0,0.04465593,0.041727672,0,0.016837482,0.048316252,0,0,0,0,0,0,0.030746706,TRUE
3788,3788,,49573,49573,0,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
3789,3789,,4760,4760,0,,,,,,,,,,119,75,,,,1,,,9,0,1,0,0,0,0,0,0,0,0,0,0,0.025,0.015756303,0,0,0,0.000210084,0,0,0.001890756,TRUE
3790,3790,83,4875,4958,0,1,19,,,,,199,18,,193,23,,,,,,3,85,0.016740621,0.983259379,0,0.000201694,0.00383219,0,0,0,0,0.040137152,0.003630496,0,0.038926987,0.004638967,0,0,0,0,0,0.000605083,0.01714401,TRUE
3791,3791,,4838,4838,0,,,,,,,,,,6,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0.001240182,0,0,0,0,0,0,0,0.000206697,TRUE
3792,3792,9907,5,9912,0,,,,,,,,,,137,,,,,,,,,0.999495561,0.000504439,0,0,0,0,0,0,0,0,0,0,0.01382163,0,0,0,0,0,0,0,0,TRUE
3793,3793,1341,37045,38386,0,54,15,,,,,55,,,154,2,,,,5,,1,1,0.034934612,0.965065388,0,0.001406763,0.000390767,0,0,0,0,0.001432814,0,0,0.004011879,5.21E-05,0,0,0,0.000130256,0,2.61E-05,2.61E-05,TRUE
3794,3794,3,1487,1490,1489,,1,1105,9,,,,,,1,,,,,4,,,6,0.002013423,0.997986577,0.999328859,0,0.000671141,0.741610738,0.006040268,0,0,0,0,0,0.000671141,0,0,0,0,0.002684564,0,0,0.004026846,FALSE
3795,3795,,4971,4971,0,3,,,,,,1,,,1924,,,,,,,,,0,1,0,0.0006035,0,0,0,0,0,0.000201167,0,0,0.38704486,0,0,0,0,0,0,0,0,TRUE
3796,3796,,4999,4999,0,2,,,,,,1,,,148,295,,,,,,,,0,1,0,0.00040008,0,0,0,0,0,0.00020004,0,0,0.029605921,0.059011802,0,0,0,0,0,0,0,TRUE
3797,3797,,8727,8727,0,,,,,,,,,,,6,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000687521,0,0,0,0,0,0,0,TRUE
3798,3798,,10011,10011,0,,2,1,,,,,,,1,,,,,,,,1,0,1,0,0,0.00019978,9.99E-05,0,0,0,0,0,0,9.99E-05,0,0,0,0,0,0,0,9.99E-05,TRUE
3799,3799,,2141,2141,0,,,,,,,,,,,,,,,116,,9,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05418029,0,0.004203643,0,FALSE
3800,3800,9,3596,3605,0,2,,,,,,14,,,1962,,,,,,,,,0.002496533,0.997503467,0,0.000554785,0,0,0,0,0,0.003883495,0,0,0.544244105,0,0,0,0,0,0,0,0,TRUE
3801,3801,,72564,72564,0,,,,,,,,,,2507,3,,,,,,1,,0,1,0,0,0,0,0,0,0,0,0,0,0.034548812,4.13E-05,0,0,0,0,0,1.38E-05,0,TRUE
3802,3802,,1457,1457,0,,,,,,,,,,2,,,,,,,,7,0,1,0,0,0,0,0,0,0,0,0,0,0.001372684,0,0,0,0,0,0,0,0.004804393,FALSE
3803,3803,,61469,61469,0,3,1,456,,,,8,1,,519,93,,,,31,,1,2,0,1,0,4.88E-05,1.63E-05,0.007418373,0,0,0,0.000130147,1.63E-05,0,0.00844328,0.001512958,0,0,0,0.000504319,0,1.63E-05,3.25E-05,FALSE
3804,3804,5,1210,1215,0,,,,,,,4,,,5,,,,,,,,,0.004115226,0.995884774,0,0,0,0,0,0,0,0.003292181,0,0,0.004115226,0,0,0,0,0,0,0,0,FALSE
3805,3805,,2678,2678,0,,13,126,104,72,,6,,8,614,4,,,,67,,,,0,1,0,0,0.004854369,0.047050037,0.038834951,0.026885736,0,0.002240478,0,0.002987304,0.229275579,0.001493652,0,0,0,0.025018671,0,0,0,TRUE
3806,3806,1,5414,5415,5388,,2,5370,311,160,,,,,51,,,,,31,,1,3,0.000184672,0.999815328,0.99501385,0,0.000369344,0.991689751,0.057433056,0.029547553,0,0,0,0,0.009418283,0,0,0,0,0.005724838,0,0.000184672,0.000554017,FALSE
3807,3807,3220,82011,85231,0,63,9,,,,,487,8,3,475,11,,,,20727,,2,15040,0.037779681,0.962220319,0,0.000739168,0.000105595,0,0,0,0,0.005713883,9.39E-05,3.52E-05,0.00557309,0.000129061,0,0,0,0.243186165,0,2.35E-05,0.176461616,TRUE
3808,3808,1294,22337,23631,0,4,5,,,,,1148,2,1,6712,2,,,,,,3,27,0.05475858,0.94524142,0,0.000169269,0.000211586,0,0,0,0,0.048580255,8.46E-05,4.23E-05,0.284033685,8.46E-05,0,0,0,0,0,0.000126952,0.001142567,TRUE
3809,3809,38,1338,1376,0,,,,1,,,,1,,4,,,,,2,,,1,0.027616279,0.972383721,0,0,0,0,0.000726744,0,0,0,0.000726744,0,0.002906977,0,0,0,0,0.001453488,0,0,0.000726744,FALSE
3810,3810,1861,8146,10007,0,15,19,,2194,49,,111,14,3,637,13,,,,,,6,68,0.185969821,0.814030179,0,0.001498951,0.001898671,0,0.219246527,0.004896572,0,0.011092235,0.001399021,0.00029979,0.063655441,0.001299091,0,0,0,0,0,0.00059958,0.006795243,FALSE
3811,3811,,1317,1317,0,,,,,,,204,,,6,,,,,,,,1,0,1,0,0,0,0,0,0,0,0.154897494,0,0,0.004555809,0,0,0,0,0,0,0,0.000759301,FALSE
3812,3812,,3337,3337,0,,1,,1,19,,2,,,29,,,,,4,,1,,0,1,0,0,0.00029967,0,0.00029967,0.005693737,0,0.000599341,0,0,0.008690441,0,0,0,0,0.001198681,0,0.00029967,0,FALSE
3813,3813,33,89071,89104,89101,9,11,16889,169,14,7,439,17,15,1032,18,,,1,43,2,10,326,0.000370354,0.999629646,0.999966331,0.000101006,0.000123451,0.189542557,0.00189666,0.00015712,7.86E-05,0.004926827,0.000190788,0.000168343,0.011581972,0.000202011,0,0,1.12E-05,0.000482582,2.24E-05,0.000112228,0.003658646,FALSE
3814,3814,,1055,1055,0,,1,,,,,436,,,5,,,,,25,,,,0,1,0,0,0.000947867,0,0,0,0,0.413270142,0,0,0.004739336,0,0,0,0,0.023696682,0,0,0,TRUE
3815,3815,2459153,23867,2483020,0,,13,217429,2434,34,,207254,,1,2022,5,,,,7,,1,6226,0.990387915,0.009612085,0,0,5.24E-06,0.087566351,0.000980258,1.37E-05,0,0.083468518,0,4.03E-07,0.000814331,2.01E-06,0,0,0,2.82E-06,0,4.03E-07,0.00250743,TRUE
3816,3816,11,99212,99223,0,470,216,10368,3,82,20,13401,238,85,27899,13,,,,16,,17,7410,0.000110861,0.999889139,0,0.004736805,0.002176915,0.104491902,3.02E-05,0.000826421,0.000201566,0.135059412,0.002398637,0.000856656,0.281174728,0.000131018,0,0,0,0.000161253,0,0.000171331,0.074680266,TRUE
3817,3817,170130,4428099,4598229,4597240,665,2483,721264,4370,1356,29,26756,1475,404,39661,5126,2,,748,6037,16,1545,5779,0.036999027,0.963000973,0.999784917,0.000144621,0.000539991,0.156856912,0.000950366,0.000294896,6.31E-06,0.005818762,0.000320776,8.79E-05,0.008625277,0.001114777,4.35E-07,0,0.000162671,0.001312897,3.48E-06,0.000335999,0.001256788,FALSE
3818,3818,2,6611,6613,0,,15,14,19,106,,6,1,,911,1,,,,,,,1,0.000302435,0.999697565,0,0,0.002268259,0.002117042,0.002873129,0.016029034,0,0.000907304,0.000151217,0,0.13775896,0.000151217,0,0,0,0,0,0,0.000151217,TRUE
3819,3819,9480,39361,48841,0,7,240,,70,121,,228,3,,39,5,,,,6,,,230,0.19409922,0.80590078,0,0.000143322,0.004913904,0,0.001433222,0.002477427,0,0.004668209,6.14E-05,0,0.000798509,0.000102373,0,0,0,0.000122848,0,0,0.004709158,TRUE
3820,3820,,1406,1406,0,,,2,,,,,,,6,2,,,,,,1,,0,1,0,0,0,0.001422475,0,0,0,0,0,0,0.004267425,0.001422475,0,0,0,0,0,0.000711238,0,TRUE
3821,3821,1091,8851,9942,0,1,14,,261,71,,105,2,,572,4,,,,,,2,211,0.109736472,0.890263528,0,0.000100583,0.001408167,0,0.026252263,0.00714142,0,0.010561255,0.000201167,0,0.057533695,0.000402334,0,0,0,0,0,0.000201167,0.021223094,TRUE
3822,3822,22,1390,1412,1412,,,,669,1,,,,,,,,,,,,,,0.015580737,0.984419263,1,0,0,0,0.473796034,0.000708215,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
3823,3823,1,22309,22310,22310,,,1691,15,7,,5,42,12,66,1,,,,875,,2,12,4.48E-05,0.999955177,1,0,0,0.075795607,0.000672344,0.000313761,0,0.000224115,0.001882564,0.000537875,0.002958315,4.48E-05,0,0,0,0.039220081,0,8.96E-05,0.000537875,FALSE
3824,3824,,2143,2143,2143,,,210,,,,1,,,2,2,,,,,,,2,0,1,1,0,0,0.097993467,0,0,0,0.000466636,0,0,0.000933271,0.000933271,0,0,0,0,0,0,0.000933271,TRUE
3825,3825,,35759,35759,0,4,335,,,,3,718,82,3,277,5,,,,,,1,267,0,1,0,0.00011186,0.009368271,0,0,0,8.39E-05,0.020078861,0.002293129,8.39E-05,0.007746302,0.000139825,0,0,0,0,0,2.80E-05,0.007466652,TRUE
3826,3826,,1933,1933,1933,,,2807,64,1,,121,,,80,,,,,35,,,1,0,1,1,0,0,1.452146922,0.033109157,0.000517331,0,0.062596999,0,0,0.041386446,0,0,0,0,0.01810657,0,0,0.000517331,FALSE
3827,3827,,1299,1299,1299,,3,742,52,23,,,2,,14,,,,,7,,,,0,1,1,0,0.002309469,0.571208622,0.040030793,0.017705928,0,0,0.001539646,0,0.010777521,0,0,0,0,0.005388761,0,0,0,FALSE
3828,3828,,67096,67096,67094,8,742,,,,74,7723,188,31,2468,42,4,,,,,8,1795,0,1,0.999970192,0.000119232,0.011058781,0,0,0,0.001102897,0.115103732,0.002801955,0.000462025,0.036783117,0.000625969,5.96E-05,0,0,0,0,0.000119232,0.026752713,TRUE
3829,3829,,1038,1038,1038,,,334,,,,,,,1,,,,,,,,,0,1,1,0,0,0.32177264,0,0,0,0,0,0,0.000963391,0,0,0,0,0,0,0,0,FALSE
3830,3830,475,88610,89085,89084,1,266,153,,1327,5,584,1,66,16703,876,,,,,,9,241,0.005331986,0.994668014,0.999988775,1.12E-05,0.002985912,0.001717461,0,0.014895886,5.61E-05,0.006555537,1.12E-05,0.000740865,0.187495089,0.009833305,0,0,0,0,0,0.000101027,0.002705281,FALSE
3831,3831,69,3984,4053,4047,9,,4215,24,,,17,,,12,,,,,,,,7,0.017024426,0.982975574,0.998519615,0.002220577,0,1.039970392,0.00592154,0,0,0.004194424,0,0,0.00296077,0,0,0,0,0,0,0,0.001727116,FALSE
3832,3832,279,4291,4570,0,2,17,,,,,440,20,1,72,,,,,12,,102,72,0.061050328,0.938949672,0,0.000437637,0.003719912,0,0,0,0,0.096280088,0.004376368,0.000218818,0.015754923,0,0,0,0,0.002625821,0,0.022319475,0.015754923,FALSE
3833,3833,6,3582,3588,0,,1,,,,,6,24,,,,,,,,,,,0.001672241,0.998327759,0,0,0.000278707,0,0,0,0,0.001672241,0.006688963,0,0,0,0,0,0,0,0,0,0,FALSE
3834,3834,11135,82582,93717,93695,15,58,1742,1401,40,,5288,5,1,190,22,,,,2431,,1,47,0.118815156,0.881184844,0.999765251,0.000160056,0.000618885,0.018587876,0.014949262,0.000426817,0,0.056425195,5.34E-05,1.07E-05,0.00202738,0.000234749,0,0,0,0.025939797,0,1.07E-05,0.00050151,FALSE
3835,3835,141,148914,149055,149040,8,16,25592,5828,295,,54787,4,,188,57,,,,213,,1,85,0.00094596,0.99905404,0.999899366,5.37E-05,0.000107343,0.171695012,0.039099661,0.001979135,0,0.367562309,2.68E-05,0,0.001261279,0.000382409,0,0,0,0.001429003,0,6.71E-06,0.000570259,FALSE
3836,3836,42,54019,54061,53461,6,31,724,627,715,1,998,555,107,1411,174,,,,2677,,306,20177,0.0007769,0.9992231,0.988901426,0.000110986,0.000573426,0.013392279,0.01159801,0.0132258,1.85E-05,0.018460628,0.010266181,0.001979246,0.026100146,0.003218586,0,0,0,0.049518137,0,0.005660273,0.37322654,FALSE
3837,3837,132,21641,21773,21773,,64,19747,819,4,,95,4,,25,,2,,,125,,1,84,0.006062555,0.993937445,1,0,0.00293942,0.906948973,0.037615395,0.000183714,0,0.004363202,0.000183714,0,0.001148211,0,9.19E-05,0,0,0.005741055,0,4.59E-05,0.003857989,FALSE
3838,3838,12,1103,1115,0,,2,497,6,,,3,,,18,1,,,,,,,2,0.010762332,0.989237668,0,0,0.001793722,0.44573991,0.005381166,0,0,0.002690583,0,0,0.016143498,0.000896861,0,0,0,0,0,0,0.001793722,FALSE
3839,3839,54,3668,3722,0,,,,26,,,,,,,,,,,,,,,0.014508329,0.985491671,0,0,0,0,0.006985492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
3840,3840,168,1738762,1738930,1735780,88,217,813144,37133,1231,,2233,435,81,699,4988,,,,14818,,117,7443,9.66E-05,0.999903389,0.998188541,5.06E-05,0.000124789,0.467611692,0.021353936,0.000707907,0,0.001284123,0.000250154,4.66E-05,0.000401971,0.002868431,0,0,0,0.008521332,0,6.73E-05,0.004280218,FALSE
3841,3841,,1508,1508,0,,14,,,28,,233,13,10,524,2,,,,,,3,62,0,1,0,0,0.00928382,0,0,0.018567639,0,0.154509284,0.00862069,0.0066313,0.347480106,0.00132626,0,0,0,0,0,0.00198939,0.041114058,TRUE
3842,3842,80,71239,71319,0,3,15,,,,,159,28,6,43,22,,,,7,,9,70,0.001121721,0.998878279,0,4.21E-05,0.000210323,0,0,0,0,0.00222942,0.000392602,8.41E-05,0.000602925,0.000308473,0,0,0,9.82E-05,0,0.000126194,0.000981506,TRUE
3843,3843,22,546574,546596,546547,26,667,74515,75176,10703,,411,365,93,4688,138,,,,418,3,70,272,4.02E-05,0.999959751,0.999910354,4.76E-05,0.00122028,0.136325549,0.137534852,0.01958119,0,0.000751926,0.000667769,0.000170144,0.008576718,0.000252472,0,0,0,0.000764733,5.49E-06,0.000128065,0.000497625,FALSE
3844,3844,119,4217,4336,4331,1,,2716,111,,,6,,,25,8,,,,12,,,1,0.027444649,0.972555351,0.998846863,0.000230627,0,0.626383764,0.025599631,0,0,0.001383764,0,0,0.005765683,0.001845018,0,0,0,0.002767528,0,0,0.000230627,FALSE
3845,3845,264,12414,12678,12677,,8,4964,546,8,,49,2,,6,6,,,,28,,2,74,0.020823474,0.979176526,0.999921123,0,0.000631014,0.391544408,0.04306673,0.000631014,0,0.003864963,0.000157754,0,0.000473261,0.000473261,0,0,0,0.00220855,0,0.000157754,0.005836883,FALSE
3846,3846,,10786,10786,0,,8,,,,,994,7,8,2,33,,,,39,,,26,0,1,0,0,0.000741702,0,0,0,0,0.092156499,0.000648989,0.000741702,0.000185426,0.003059522,0,0,0,0.003615798,0,0,0.002410532,FALSE
3847,3847,110,223453,223563,0,11,58,,7447,17,,53,71,51,27,7,,,,565,,33,1141,0.000492031,0.999507969,0,4.92E-05,0.000259435,0,0.033310521,7.60E-05,0,0.00023707,0.000317584,0.000228124,0.000120771,3.13E-05,0,0,0,0.002527252,0,0.000147609,0.005103707,FALSE
